gender,weekly_self_study_hours,absence_days,math_score,math_score scale,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,health_rating,gaming_hours,sports,romantic,extracurricular_activities,part_time_job
0,-1.0518637291432058,-0.24969996353649335,-0.2961379646935765,8.0,0.6022212421306679,1.0101450880749085,-1.5652030252441251,-1.0710970162688367,-1.5200747487833628,0.8691171568684487,-1.1193207419243671,-1.4653591775837327,1,0,1,0
0,-1.1343272726454758,0.1383341678333487,-0.37601334289818256,7.9,1.5446645005511175,-0.5054514431702657,0.391790004568484,1.4955465253859148,-0.023078689251122324,-1.4515081630927982,-0.39950032911126937,-1.4653591775837327,1,0,1,0
0,0.5149435973999252,-0.24969996353649335,0.26298968273866563,8.7,-1.3612022129119357,-1.7019750204690876,0.7831886105310057,0.6888871265801357,1.4739173702811181,-0.07632278830094813,-1.8391411547374648,-0.29494449900247655,0,0,0,0
1,1.0921884019158157,0.1383341678333487,0.5026158173524837,9.0,-1.4397391511136397,0.4517674186687917,-1.330363861666612,-0.19110494484435053,-0.8547431667690337,-1.1077118193948357,1.0401404965149261,1.4606775188694077,0,1,0,0
1,-0.8869366421386656,-0.6377340949063354,-1.0150163685350306,7.1,1.2305167477443009,0.13269446472243926,-0.31272748616405527,-1.4377603793623726,0.4759199972596245,-0.5920173038478919,0.32032008370182835,0.8754701795787796,0,0,1,0
0,0.9272613149112755,-1.4138023576460195,0.1032389263294536,8.5,0.13099961292044301,-0.026842012250736975,0.391790004568484,-0.5577683079378865,0.7254193405149979,-0.8498645616213637,1.0401404965149261,-0.8801518382931046,0,0,0,0
0,1.0097248584135456,1.3024365619428748,0.02336354812484758,8.4,1.3090536859460051,-1.7019750204690876,1.5659858224560494,0.24889109086789257,0.5590864450114157,1.1269644146419207,-1.1193207419243671,-0.29494449900247655,0,0,1,0
0,-0.8044730986363956,-1.0257682262761774,0.5026158173524837,9.0,-1.047054460105119,-0.6649879201434419,0.1569508409909709,-0.9977643436501296,-0.5220773757618692,0.7831680709439581,0.32032008370182835,-1.4653591775837327,0,0,0,0
1,-1.0518637291432058,-1.0257682262761774,-0.37601334289818256,7.9,1.1519798095425968,-0.026842012250736975,-1.0172449768965945,-0.9977643436501296,-0.8547431667690337,-1.2796099912438168,-0.39950032911126937,-0.8801518382931046,0,0,0,0
1,1.3395790324226258,-1.0257682262761774,0.8221173301709078,9.4,0.13099961292044301,0.13269446472243926,-0.31272748616405527,0.24889109086789257,0.9749186837703714,1.1269644146419207,-0.39950032911126937,0.2902628402881515,1,0,0,1
1,0.10262587988857497,0.1383341678333487,0.02336354812484758,8.4,-1.2041283365085274,0.13269446472243926,1.487706101263545,0.4688891087240141,-0.5220773757618692,-1.1936609053193263,0.32032008370182835,0.2902628402881515,1,1,0,0
0,-0.9694001856409358,-0.6377340949063354,1.061743464784726,9.7,-0.18314813988637355,1.4089862805078492,0.6266291681459971,-0.777766325794008,1.390750922529327,-1.7953045067907607,-0.39950032911126937,-1.4653591775837327,0,1,1,0
0,-1.381717903152286,-1.0257682262761774,-1.654019394171879,6.3,-0.418758954491486,-1.0638291125763826,-1.330363861666612,-1.2177623615062512,-0.6884102712654514,-0.16227187422543873,-1.8391411547374648,-0.29494449900247655,0,0,1,1
0,-1.381717903152286,1.6904706933127172,-2.452773176217939,5.3,1.3875906241477092,0.6910721341285561,0.07867111979846653,-1.3644277067436654,-1.3537418532797805,1.04101532871743,1.0401404965149261,-0.29494449900247655,0,1,0,1
0,-0.7220095551341256,-1.0257682262761774,-1.5741440159672728,6.4,0.680758180332372,0.7708403726151443,1.487706101263545,-1.4377603793623726,1.390750922529327,1.04101532871743,0.32032008370182835,1.4606775188694077,0,0,1,0
1,1.0921884019158157,0.1383341678333487,-0.21626258648897048,8.1,0.9163689949374844,1.2494498035346728,-0.5475666497415683,0.7622197991988429,0.7254193405149979,-1.7953045067907607,1.0401404965149261,-0.8801518382931046,0,1,0,0
1,1.0921884019158157,-1.0257682262761774,1.221494221193938,9.9,-1.518276089315344,0.7708403726151443,-0.5475666497415683,0.6888871265801357,-1.603241196535154,0.09557538354803312,-1.1193207419243671,0.8754701795787796,0,1,0,0
0,0.5974071409021953,-1.4138023576460195,0.26298968273866563,8.7,0.5236843039289637,-0.9840608740897944,-0.7041260921265771,-0.4111029627004721,0.8085857882667891,-0.5920173038478919,-0.39950032911126937,-1.4653591775837327,0,0,0,0
0,-1.381717903152286,0.9144024305730328,-1.654019394171879,6.3,-1.596813027517048,1.0899133265614966,1.487706101263545,0.5422217813427214,-1.9359069875423185,-1.2796099912438168,0.32032008370182835,-0.8801518382931046,0,0,0,1
0,-0.4746189246273154,1.3024365619428748,-0.13638720828436446,8.2,0.2880734893238513,-0.9840608740897944,-1.095524698089099,-1.0710970162688367,-0.6052438235136602,-1.1077118193948357,1.0401404965149261,-1.4653591775837327,0,0,0,0
1,0.7623342279067354,-1.0257682262761774,0.5026158173524837,9.0,0.8378320567357803,-1.5424385434959111,0.1569508409909709,-0.2644376174630577,-0.9379096145208249,-1.4515081630927982,1.0401404965149261,0.2902628402881515,0,0,1,0
1,-1.1343272726454758,0.1383341678333487,1.061743464784726,9.7,0.36661042752555545,1.1696815650480847,-1.4869233040516208,1.2755485075297932,-0.1894115847547046,-0.9358136475458544,1.0401404965149261,0.8754701795787796,1,0,1,0
0,1.0921884019158157,-1.0257682262761774,0.8221173301709078,9.4,0.8378320567357803,-1.0638291125763826,-1.4869233040516208,-3.197744522211345,-1.7695740920387362,-1.5374572490172886,-0.39950032911126937,0.8754701795787796,0,1,0,0
0,0.2675529668931151,-0.24969996353649335,0.5824911955570897,9.1,0.7592951185340762,0.8506086111017324,-0.15616804377904656,-0.9244316710314223,0.39275354950783337,-0.8498645616213637,0.32032008370182835,-0.29494449900247655,0,0,0,0
1,1.2571154889203557,-0.24969996353649335,1.301369599398544,10.0,-1.3612022129119357,1.1696815650480847,1.1745872164935276,0.9088851444362572,-0.438910928010078,0.6112698990949769,-1.8391411547374648,-1.4653591775837327,0,1,0,0
0,-0.6395460116318555,-0.24969996353649335,-0.05651183007975844,8.3,0.8378320567357803,0.052926226235851144,1.0180277741085189,-0.6311009805565936,-0.10624513700291346,0.35342264132150497,-0.39950032911126937,-1.4653591775837327,0,0,0,0
0,-0.3096918376227753,-1.0257682262761774,-1.1747671249442428,6.9,-0.8899805837017108,0.21246270320902738,1.5659858224560494,-0.777766325794008,-0.35574448025828687,0.5253208131704863,1.0401404965149261,-0.29494449900247655,1,0,0,0
0,0.7623342279067354,-0.24969996353649335,0.5026158173524837,9.0,0.8378320567357803,0.5315356571553799,1.1745872164935276,1.3488811801485003,1.4739173702811181,-0.8498645616213637,0.32032008370182835,-1.4653591775837327,0,0,0,0
